record,prow,pcol,harvester,checks,plot,bloc,entry,r_expt,r_location,loccode,loc,year1,name,source,identity1,v_desc,selection,pedigree,growthstag,headcode,htcm,MicroSD,mmbran,mmch,mmflour,mmmids,notes,notes2,plotlen,plotwid,ppass,ppo,twtg,yieldg,ROI Label,Group,Name,Area of Ground,Area of Plant,Total ROI Area,% Ground Cover,% Plant Cover
705,25,40,0,0,2929,1,6,19 F5-5 LIND,Lind,LIN,2,2019,14X1083-0-0-118,,14X1083,,-118,(X06141-1L/X070036-0-0-47C),45,cbw,83,1.9,4.48,1,4.48,12.9,,,355.6,5.5,,M,60.95,1370,C08,19 F5-5,2929,182,2889,3071,0.059,0.941
706,24,40,0,0,2930,1,117,19 F5-5 LIND,Lind,LIN,2,2019,Otto,2019 Freeze Test,Otto,SWW,,Eltan//Madsen/Eltan///Eltan,41,lbw,77,4.6,3.4,2,5.11,9.7,,,332.74,5.5,,M,61.06,1940,D08,19 F5-5,2930,750,2321,3071,0.244,0.756
707,23,40,0,0,2931,1,8,19 F5-5 LIND,Lind,LIN,2,2019,14X1083-0-0-129,,14X1083,,-129,(X06141-1L/X070036-0-0-47C),45,cbw,72,1,4.09,3,5.98,12.1,,,347.98,5.5,,M,60.7,1600,E08,19 F5-5,2931,312,2759,3071,0.102,0.898
708,22,40,0,0,2932,1,1,19 F5-5 LIND,Lind,LIN,2,2019,14X1083-0-0-100,,14X1083,,-100,(X06141-1L/X070036-0-0-47C),47,clbw,80,1.2,4.04,4,6.25,11.6,,,363.22,5.5,,D,60.78,1770,F08,19 F5-5,2932,1384,1687,3071,0.451,0.549
709,21,40,0,0,2933,1,98,19 F5-5 LIND,Lind,LIN,2,2019,14X1001-0-0-141,,14X1001,,-141,(01-10704A/X06131-34C),45,cbw,90,1.6,4.41,1,3.88,11.4,,,365.76,5.5,,D,57.17,2310,G08,19 F5-5,2933,285,2786,3071,0.093,0.907
710,20,40,0,0,2934,1,76,19 F5-5 LIND,Lind,LIN,2,2019,14X1001-0-0-81,,14X1001,,-81,(01-10704A/X06131-34C),47,cbw,76,2.3,4.01,2,5.28,11.5,,,337.82,5.5,,D,59.65,2310,H08,19 F5-5,2934,289,2782,3071,0.094,0.906
711,19,40,0,0,2935,1,123,19 F5-5 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,45,lbt,76,3,3.73,3,4.43,9.06,,,335.28,5.5,,L,58.92,1970,I08,19 F5-5,2935,950,2121,3071,0.309,0.691
712,18,40,0,0,2936,1,93,19 F5-5 LIND,Lind,LIN,2,2019,14X1001-0-0-128,,14X1001,,-128,(01-10704A/X06131-34C),47,cabw,81,1,3.74,4,5.18,10.2,,,365.76,5.5,,D,59.2,2290,J08,19 F5-5,2936,368,2703,3071,0.12,0.88
713,17,40,0,0,2937,1,13,19 F5-5 LIND,Lind,LIN,2,2019,14X1083-0-0-146,,14X1083,,-146,(X06141-1L/X070036-0-0-47C),49,clabw,79,0.5,4.87,1,3.45,14.1,,,327.66,5.5,,D,61.24,2250,K08,19 F5-5,2937,428,2643,3071,0.139,0.861
714,16,40,0,0,2938,1,74,19 F5-5 LIND,Lind,LIN,2,2019,14X1001-0-0-69,,14X1001,,-69,(01-10704A/X06131-34C),45,caw,81,1.7,4.01,2,5.38,11,,,373.38,5.5,,D,57.93,2710,L08,19 F5-5,2938,984,2087,3071,0.32,0.68
715,15,40,0,0,2939,1,79,19 F5-5 LIND,Lind,LIN,2,2019,14X1001-0-0-89,,14X1001,,-89,(01-10704A/X06131-34C),47,clbw,86,1.4,4.15,3,5.11,10,,,381,5.5,,D,59.61,2010,M08,19 F5-5,2939,723,2348,3071,0.235,0.765
716,14,40,0,0,2940,1,119,19 F5-5 LIND,Lind,LIN,2,2019,SY Command,,,,,,47,lbw,78,2.7,3.53,4,4.54,9.19,,,322.58,5.5,,D,59.94,2300,N08,19 F5-5,2940,623,2448,3071,0.203,0.797
717,13,40,0,0,2941,1,20,19 F5-5 LIND,Lind,LIN,2,2019,14X1083-0-0-174,,14X1083,,-174,(X06141-1L/X070036-0-0-47C),47,clbw,81,0.5,5.37,1,3.91,12.3,,,373.38,5.5,,D,61.89,1960,O08,19 F5-5,2941,655,2416,3071,0.213,0.787
718,12,40,0,0,2942,1,84,19 F5-5 LIND,Lind,LIN,2,2019,14X1001-0-0-105,,14X1001,,-105,(01-10704A/X06131-34C),45,cbw,80,1.4,4.14,2,4.63,10.8,,,353.06,5.5,,M,61.28,2030,P08,19 F5-5,2942,93,2978,3071,0.03,0.97
719,11,40,0,0,2943,1,39,19 F5-5 LIND,Lind,LIN,2,2019,14X1083-0-0-254,,14X1083,,-254,(X06141-1L/X070036-0-0-47C),45,cbw,69,1,4.74,3,5.45,12.8,,,337.82,5.5,,M,61.17,1650,Q08,19 F5-5,2943,258,2813,3071,0.084,0.916
720,10,40,0,0,2944,1,124,19 F5-5 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,45,cbw,78,1.5,3.68,4,5.31,10.2,,,355.6,5.5,,D,59.16,2140,R08,19 F5-5,2944,712,2359,3071,0.232,0.768
721,10,41,0,0,3001,1,122,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-54,,14X1003,,-54,(02-08806A/X070051-0-0-47C),-9,cbw,85,1,4.55,1,3.13,15,,,355.6,5.5,,M,60.55,2310,R01,19 F5-6,3001,487,2584,3071,0.159,0.841
722,11,41,0,0,3002,1,31,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-9,,14X1007,,-9,(4J071366-1/05PN292#22),-9,cbw,80,3.3,4.3,2,4.43,11.5,,,345.44,5.5,,M,63.03,2120,Q01,19 F5-6,3002,465,2606,3071,0.151,0.849
723,12,41,0,0,3003,1,48,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-54,,14X1007,,-54,(4J071366-1/05PN292#22),-9,cabw,90,3.3,4.61,3,5.25,12.4,,,340.36,5.5,,D,61.82,1920,P01,19 F5-6,3003,447,2624,3071,0.146,0.854
724,13,41,0,0,3004,1,111,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-50,,14X1003,,-50,(02-08806A/X070051-0-0-47C),-9,cbw,86,1.3,4.11,4,5.11,13.6,,,386.08,5.5,,L,60.22,2300,O01,19 F5-6,3004,295,2776,3071,0.096,0.904
725,14,41,0,0,3005,1,96,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-18,,14X1003,,-18,(02-08806A/X070051-0-0-47C),-9,cbw,81,1.4,3.67,1,3.05,13.3,,,320.04,5.5,,L,59.58,1800,N01,19 F5-6,3005,1581,1490,3071,0.515,0.485
726,15,41,0,0,3006,1,80,19 F5-6 LIND,Lind,LIN,2,2019,14X1098-0-0-81,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),-9,cbw,71,1.2,4.29,2,6.22,11.3,,,335.28,5.5,,L,61.02,1910,M01,19 F5-6,3006,672,2399,3071,0.219,0.781
727,16,41,0,0,3007,1,59,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-86,,14X1007,,-86,(4J071366-1/05PN292#22),-9,cabw,89,3.3,2.98,3,3.95,8.31,,,386.08,5.5,,M,59.2,2520,L01,19 F5-6,3007,856,2215,3071,0.279,0.721
728,17,41,0,0,3008,1,27,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-225,,14X1001,,-225,(01-10704A/X06131-34C),-9,caw,74,2.2,4.08,4,6.4,11.5,,,335.28,5.5,,D,57.84,2170,K01,19 F5-6,3008,0,3071,3071,0,1
729,18,41,0,0,3009,1,119,19 F5-6 LIND,Lind,LIN,2,2019,SY Command,,,,,,-9,lbw,69,2.6,4.11,1,3.82,11.7,,,345.44,5.5,,D,59.52,2530,J01,19 F5-6,3009,2,3069,3071,0.001,0.999
730,19,41,0,0,3010,1,68,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-101,,14X1007,,-101,(4J071366-1/05PN292#22),-9,cbw,78,2.6,3.99,2,6.57,12,,,337.82,5.5,,D,61.98,2060,I01,19 F5-6,3010,816,2255,3071,0.266,0.734
731,20,41,0,0,3011,1,12,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-203,,14X1001,,-203,(01-10704A/X06131-34C),-9,caw,79,1.5,4.03,3,5.89,10.9,,,360.68,5.5,,D,58.58,2030,H01,19 F5-6,3011,1224,1847,3071,0.399,0.601
732,21,41,0,0,3012,1,103,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-38,,14X1003,,-38,(02-08806A/X070051-0-0-47C),-9,cbw,78,1.3,3.5,4,5.57,12.3,,,365.76,5.5,,D,61.51,2180,G01,19 F5-6,3012,0,3071,3071,0,1
733,22,41,0,0,3013,1,54,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-71,,14X1007,,-71,(4J071366-1/05PN292#22),-9,cabw,85,2.5,4.28,1,4.07,13.4,,,353.06,5.5,,D,58.56,2420,F01,19 F5-6,3013,1523,1548,3071,0.496,0.504
734,23,41,0,0,3014,1,124,19 F5-6 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,81,1.3,3.63,2,6.13,11.1,,,342.9,5.5,,M,59.98,2530,E01,19 F5-6,3014,1056,2015,3071,0.344,0.656
735,24,41,0,0,3015,1,7,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-193,,14X1001,,-193,(01-10704A/X06131-34C),-9,caw,77,2.3,3.45,3,5.15,10.5,,,347.98,5.5,,D,57.57,2010,D01,19 F5-6,3015,494,2577,3071,0.161,0.839
736,25,41,0,0,3016,1,101,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-28,,14X1003,,-28,(02-08806A/X070051-0-0-47C),-9,cbw,79,2.5,3.72,4,5.96,12.2,,,360.68,5.5,,D,60.08,2290,C01,19 F5-6,3016,339,2732,3071,0.11,0.89
737,26,41,0,0,3017,1,118,19 F5-6 LIND,Lind,LIN,2,2019,SY Banks,,,,,,-9,lbw,85,2,3.87,1,3.16,13.5,,,330.2,5.5,,L,58.48,2040,B01,19 F5-6,3017,739,2332,3071,0.241,0.759
738,27,41,0,0,3018,1,11,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-200,,14X1001,,-200,(01-10704A/X06131-34C),-9,cbw,70,1.7,3.93,2,5.25,9.22,,,368.3,5.5,,D,59.42,1490,A01,19 F5-6,3018,456,2615,3071,0.148,0.852
739,27,42,0,0,3019,1,2,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-179,,14X1001,,-179,(01-10704A/X06131-34C),-9,cbw,66,2,3.77,3,4.92,11.2,,,335.28,5.5,,D,59.41,2040,A02,19 F5-6,3019,825,2246,3071,0.269,0.731
740,26,42,0,0,3020,1,35,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-17,,14X1007,,-17,(4J071366-1/05PN292#22),-9,cabw,91,3.5,4.12,4,5.94,11.6,,,327.66,5.5,,M,60.07,1910,B02,19 F5-6,3020,719,2352,3071,0.234,0.766
741,25,42,0,0,3021,1,113,19 F5-6 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,-9,cbw,81,1,3.93,1,4.61,12,,,373.38,5.5,,M,59.99,2470,C02,19 F5-6,3021,1324,1747,3071,0.431,0.569
742,24,42,0,0,3022,1,36,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-20,,14X1007,,-20,(4J071366-1/05PN292#22),-9,cabw,83,3,3.79,2,5.94,11.5,,,342.9,5.5,,M,60.04,2090,D02,19 F5-6,3022,884,2187,3071,0.288,0.712
743,23,42,0,0,3023,1,72,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-114,,14X1007,,-114,(4J071366-1/05PN292#22),-9,cabw,84,3,3.89,3,5.51,12.1,,,363.22,5.5,,M,60.41,2110,E02,19 F5-6,3023,44,3027,3071,0.014,0.986
744,22,42,0,0,3024,1,58,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-79,,14X1007,,-79,(4J071366-1/05PN292#22),-9,cbw,89,1.7,4.07,4,6.6,10.7,,,347.98,5.5,,D,59.33,2430,F02,19 F5-6,3024,685,2386,3071,0.223,0.777
745,21,42,0,0,3025,1,124,19 F5-6 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,90,1,4.04,1,4.12,11.8,,,345.44,5.5,,D,59.52,2750,G02,19 F5-6,3025,347,2724,3071,0.113,0.887
746,20,42,0,0,3026,1,10,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-199,,14X1001,,-199,(01-10704A/X06131-34C),-9,cabrw,80,2.2,3.93,2,5.38,10.2,,,337.82,5.5,,D,58.89,2120,H02,19 F5-6,3026,154,2917,3071,0.05,0.95
747,19,42,0,0,3027,1,43,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-37,,14X1007,,-37,(4J071366-1/05PN292#22),-9,cabrw,86,3,4.08,3,4.65,12.2,,,330.2,5.5,,D,61.76,2190,I02,19 F5-6,3027,327,2744,3071,0.106,0.894
748,18,42,0,0,3028,1,116,19 F5-6 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,-9,lbw,85,4.2,4.53,4,6.01,11.3,,,340.36,5.5,,M,60.96,2070,J02,19 F5-6,3028,1082,1989,3071,0.352,0.648
749,17,42,0,0,3029,1,110,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-49,,14X1003,,-49,(02-08806A/X070051-0-0-47C),-9,cbw,84,1.7,4.31,1,3.87,13.5,,,337.82,5.5,,D,61.49,1920,K02,19 F5-6,3029,600,2471,3071,0.195,0.805
750,16,42,0,0,3030,1,3,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-181,,14X1001,,-181,(01-10704A/X06131-34C),-9,cbw,83,2.4,3.67,2,5.88,9.63,,,365.76,5.5,,D,57.38,2340,L02,19 F5-6,3030,994,2077,3071,0.324,0.676
751,15,42,0,0,3031,1,67,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-100,,14X1007,,-100,(4J071366-1/05PN292#22),-9,cbw,86,2.2,4.04,3,5.71,12.5,,,363.22,5.5,,M,59.22,2590,M02,19 F5-6,3031,522,2549,3071,0.17,0.83
752,14,42,0,0,3032,1,99,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-24,,14X1003,,-24,(02-08806A/X070051-0-0-47C),-9,cbw,80,2.7,4.13,4,5.76,13.2,,,327.66,5.5,,M,59.86,1950,N02,19 F5-6,3032,240,2831,3071,0.078,0.922
753,13,42,0,0,3033,1,123,19 F5-6 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbt,86,6.6,4.49,1,4.18,10.7,,,360.68,5.5,,L,60,2040,O02,19 F5-6,3033,485,2586,3071,0.158,0.842
754,12,42,0,0,3034,1,23,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-214,,14X1001,,-214,(01-10704A/X06131-34C),-9,cabw,70,1,4.22,2,6.17,11.6,,,350.52,5.5,,M,59.34,1860,P02,19 F5-6,3034,908,2163,3071,0.296,0.704
755,11,42,0,0,3035,1,87,19 F5-6 LIND,Lind,LIN,2,2019,14X1098-0-0-109,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),-9,cbw,72,0.7,4.92,3,5.5,12.4,,,332.74,5.5,,M,59.75,1610,Q02,19 F5-6,3035,171,2900,3071,0.056,0.944
756,10,42,0,0,3036,1,30,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-6,,14X1007,,-6,(4J071366-1/05PN292#22),-9,cbw,89,3.2,4.44,4,6.49,11.5,,,373.38,5.5,,M,60.99,2310,R02,19 F5-6,3036,497,2574,3071,0.162,0.838
757,10,43,0,0,3037,1,108,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-47,,14X1003,,-47,(02-08806A/X070051-0-0-47C),-9,cbw,80,3.4,4.34,1,4.55,14.3,,,381,5.5,,M,61.88,2370,R03,19 F5-6,3037,386,2685,3071,0.126,0.874
758,11,43,0,0,3038,1,124,19 F5-6 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,83,1,3.44,2,6.34,10.5,,,340.36,5.5,,D,58.61,2600,Q03,19 F5-6,3038,139,2932,3071,0.045,0.955
759,12,43,0,0,3039,1,57,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-77,,14X1007,,-77,(4J071366-1/05PN292#22),-9,cbw,77,2.5,3.74,3,5.6,11.7,,,345.44,5.5,,D,61.85,1710,P03,19 F5-6,3039,1452,1619,3071,0.473,0.527
760,13,43,0,0,3040,1,90,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-5,,14X1003,,-5,(02-08806A/X070051-0-0-47C),-9,cbw,78,2,3.33,4,5.67,12,,,383.54,5.5,,D,61.55,2040,O03,19 F5-6,3040,219,2852,3071,0.071,0.929
761,14,43,0,0,3041,1,63,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-92,,14X1007,,-92,(4J071366-1/05PN292#22),-9,cabw,84,2.5,3.97,1,3.68,13.4,,,332.74,5.5,,M,61.93,2180,N03,19 F5-6,3041,396,2675,3071,0.129,0.871
762,15,43,0,0,3042,1,120,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-52,,14X1003,,-52,(02-08806A/X070051-0-0-47C),-9,cbw,78,1.3,3.69,2,4.76,12.9,,,363.22,5.5,,D,60.68,2090,M03,19 F5-6,3042,525,2546,3071,0.171,0.829
763,16,43,0,0,3043,1,24,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-219,,14X1001,,-219,(01-10704A/X06131-34C),-9,cbw,77,1.8,4.18,3,5.45,11.6,,,375.92,5.5,,D,59.77,2200,L03,19 F5-6,3043,6,3065,3071,0.002,0.998
764,17,43,0,0,3044,1,4,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-183,,14X1001,,-183,(01-10704A/X06131-34C),-9,caw,66,2.2,3.87,4,5.67,10.4,,,325.12,5.5,,M,58.66,1570,K03,19 F5-6,3044,353,2718,3071,0.115,0.885
765,18,43,0,0,3045,1,91,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-6,,14X1003,,-6,(02-08806A/X070051-0-0-47C),-9,cbw,77,2.8,4.07,1,4.11,13.8,,,358.14,5.5,,D,62.41,2030,J03,19 F5-6,3045,718,2353,3071,0.234,0.766
766,19,43,0,0,3046,1,47,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-53,,14X1007,,-53,(4J071366-1/05PN292#22),-9,cbw,81,3.2,3.99,2,6.34,12.6,,,312.42,5.5,,D,61.14,2240,I03,19 F5-6,3046,449,2622,3071,0.146,0.854
767,20,43,0,0,3047,1,114,19 F5-6 LIND,Lind,LIN,2,2019,Bobtail,2019 SW Winter PUL,,SWW,,,-9,law,74,2.7,3.51,3,5.81,10.6,,,350.52,5.5,,D,59.55,2210,H03,19 F5-6,3047,969,2102,3071,0.316,0.684
768,21,43,0,0,3048,1,104,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-41,,14X1003,,-41,(02-08806A/X070051-0-0-47C),-9,cbw,86,2.6,3.77,4,6.7,11.4,,,378.46,5.5,,L,59.46,2680,G03,19 F5-6,3048,549,2522,3071,0.179,0.821
769,22,43,0,0,3049,1,123,19 F5-6 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbt,81,3.3,4.34,1,4.29,10.8,,,345.44,5.5,,L,61.42,2160,F03,19 F5-6,3049,1271,1800,3071,0.414,0.586
770,23,43,0,0,3050,1,52,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-65,,14X1007,,-65,(4J071366-1/05PN292#22),-9,cbw,90,3,4.09,2,5.68,12.3,,,350.52,5.5,,D,61.23,2350,E03,19 F5-6,3050,1566,1505,3071,0.51,0.49
771,24,43,0,0,3051,1,106,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-44,,14X1003,,-44,(02-08806A/X070051-0-0-47C),-9,cbw,81,1.5,3.65,3,4.59,13.8,,,320.04,5.5,,M,59.63,2000,D03,19 F5-6,3051,1676,1395,3071,0.546,0.454
772,25,43,0,0,3052,1,105,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-42,,14X1003,,-42,(02-08806A/X070051-0-0-47C),-9,cbw,73,3,4.11,4,5.86,13.3,,,347.98,5.5,,M,59.31,2510,C03,19 F5-6,3052,1757,1314,3071,0.572,0.428
773,26,43,0,0,3053,1,82,19 F5-6 LIND,Lind,LIN,2,2019,14X1098-0-0-94,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),-9,cbw,76,0.5,4.61,1,4.17,12.7,,,330.2,5.5,,M,61.45,2140,B03,19 F5-6,3053,1677,1394,3071,0.546,0.454
774,27,43,0,0,3054,1,88,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-1,,14X1003,,-1,(02-08806A/X070051-0-0-47C),-9,cbw,90,2,4.21,2,5.33,13.1,,,381,5.5,,M,61.71,2200,A03,19 F5-6,3054,1098,1973,3071,0.358,0.642
775,27,44,0,0,3055,1,69,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-104,,14X1007,,-104,(4J071366-1/05PN292#22),-9,caw,73,2.3,4.41,3,4.68,12.8,,,332.74,5.5,,D,59.06,1480,A04,19 F5-6,3055,867,2204,3071,0.282,0.718
776,26,44,0,0,3056,1,45,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-47,,14X1007,,-47,(4J071366-1/05PN292#22),-9,cbw,76,2,4.2,4,5.74,12.4,,,330.2,5.5,,D,60.91,1880,B04,19 F5-6,3056,462,2609,3071,0.15,0.85
777,25,44,0,0,3057,1,18,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-209,,14X1001,,-209,(01-10704A/X06131-34C),-9,caw,83,1.5,4.81,1,3.87,13.7,,,350.52,5.5,,D,59.25,2050,C04,19 F5-6,3057,556,2515,3071,0.181,0.819
778,24,44,0,0,3058,1,123,19 F5-6 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbt,76,3.2,3.74,2,5.2,9.72,,,327.66,5.5,,L,59.34,1850,D04,19 F5-6,3058,1131,1940,3071,0.368,0.632
779,23,44,0,0,3059,1,19,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-210,,14X1001,,-210,(01-10704A/X06131-34C),-9,cbw,70,2,4.48,3,4.85,11.2,,,355.6,5.5,,D,58.84,2140,E04,19 F5-6,3059,1380,1691,3071,0.449,0.551
780,22,44,0,0,3060,1,29,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-5,,14X1007,,-5,(4J071366-1/05PN292#22),-9,cbw,73,2.3,4.23,4,5.59,12.5,,,342.9,5.5,,M,60.61,1920,F04,19 F5-6,3060,1299,1772,3071,0.423,0.577
781,21,44,0,0,3061,1,100,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-27,,14X1003,,-27,(02-08806A/X070051-0-0-47C),-9,cbw,85,1.3,4.43,1,3.02,15.1,,,375.92,5.5,,M,59.75,2140,G04,19 F5-6,3061,653,2418,3071,0.213,0.787
782,20,44,0,0,3062,1,115,19 F5-6 LIND,Lind,LIN,2,2019,BRUEHL,2019 SW Winter ALM,SNP1275,WC,,UNA(NS1971)/5/Oasis/4/Luke//Itana/,-9,cbw,72,2,3.85,2,5.44,11.4,,,337.82,5.5,,M,60.14,2300,H04,19 F5-6,3062,1089,1982,3071,0.355,0.645
783,19,44,0,0,3063,1,40,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-29,,14X1007,,-29,(4J071366-1/05PN292#22),-9,cbw,84,2.6,4.02,3,4.61,12,,,332.74,5.5,,D,62.59,2330,I04,19 F5-6,3063,529,2542,3071,0.172,0.828
784,18,44,0,0,3064,1,83,19 F5-6 LIND,Lind,LIN,2,2019,14X1098-0-0-95,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),-9,cbw,76,2.6,4.18,4,5.82,11.9,,,378.46,5.5,,M,61.27,1930,J04,19 F5-6,3064,522,2549,3071,0.17,0.83
785,17,44,0,0,3065,1,112,19 F5-6 LIND,Lind,LIN,2,2019,14X1003-0-0-51,,14X1003,,-51,(02-08806A/X070051-0-0-47C),-9,cbw,81,1.3,4.4,1,2.99,15.3,,,330.2,5.5,,M,58.24,1870,K04,19 F5-6,3065,210,2861,3071,0.068,0.932
786,16,44,0,0,3066,1,124,19 F5-6 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,86,1,3.92,2,5.81,11.5,,,381,5.5,,M,60.17,2380,L04,19 F5-6,3066,222,2849,3071,0.072,0.928
787,15,44,0,0,3067,1,50,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-59,,14X1007,,-59,(4J071366-1/05PN292#22),-9,cbw,72,3.5,4.02,3,4.86,12.4,,,370.84,5.5,,M,61.88,2200,M04,19 F5-6,3067,174,2897,3071,0.057,0.943
788,14,44,0,0,3068,1,65,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-96,,14X1007,,-96,(4J071366-1/05PN292#22),-9,cbw,97,2.4,4.25,4,5.82,12.3,,,332.74,5.5,,M,61.16,2260,N04,19 F5-6,3068,531,2540,3071,0.173,0.827
789,13,44,0,0,3069,1,26,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-224,,14X1001,,-224,(01-10704A/X06131-34C),-9,cbw,78,1.5,4.62,1,4.23,12.6,,,355.6,5.5,,D,60.06,2250,O04,19 F5-6,3069,1250,1821,3071,0.407,0.593
790,12,44,0,0,3070,1,56,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-74,,14X1007,,-74,(4J071366-1/05PN292#22),-9,cbt,90,2.5,3.87,2,5.76,12.2,,,327.66,5.5,,D,61.66,2060,P04,19 F5-6,3070,628,2443,3071,0.204,0.796
791,11,44,0,0,3071,1,117,19 F5-6 LIND,Lind,LIN,2,2019,Otto,2019 Freeze Test,Otto,SWW,,Eltan//Madsen/Eltan///Eltan,-9,lbw,85,4.5,4.32,3,5.4,11.2,,,322.58,5.5,,L,59.26,2260,Q04,19 F5-6,3071,465,2606,3071,0.151,0.849
792,10,44,0,0,3072,1,14,19 F5-6 LIND,Lind,LIN,2,2019,14X1001-0-0-205,,14X1001,,-205,(01-10704A/X06131-34C),-9,cabw,77,1.6,4.24,4,5.98,11.5,,,355.6,5.5,,D,58.98,2450,R04,19 F5-6,3072,733,2338,3071,0.239,0.761
793,10,45,0,0,3073,1,46,19 F5-6 LIND,Lind,LIN,2,2019,14X1007-0-0-50,,14X1007,,-50,(4J071366-1/05PN292#22),-9,caw,83,2.9,4.84,1,3.74,13.9,,,347.98,5.5,,D,60.35,2190,R05,19 F5-6,3073,144,2927,3071,0.047,0.953
